	Ref	POS	Morpheme	MorTag	Line
360	<E Sk 2:6>	Verb	V.prt.-prs.	ACT-IND-PRES-SING-1	inuh þis qaþ : ƕaiwa mahts ist , manna alþeis wisands gabairan ? ibai ▶mag◀ in wamba aiþeins seinaizos aftra galeiþan jah gabairaidau ? 
361	<E Sk 2:7>	Verb	V.prt.-prs.	ACT-IND-PRES-SING-3	iþ nasjands þana anawairþan dom is gasaiƕands jah þatei in galaubeinai þeihan habaida , gaskeirjands imma , swe miþþan unkunnandin , qiþands : amen amen , qiþa þus , niba saei gabairada us watin jah ahmin , ni ▶mag◀ inngaleiþan in þiudangardja gudis . 
362	<E Sk 2:7>	Verb	V.prt.-prs.	ACT-IND-PRES-SING-1	iþ nasjands þana anawairþan dom is gasaiƕands jah þatei in galaubeinai þeihan habaida , gaskeirjands imma , swe miþþan unkunnandin , qiþands : amen amen , qiþa þus , niba saei gabairada us watin jah ahmin , ni ▶mag◀ inngaleiþan in þiudangardja gudis . 
363	<Lat5750 Sk 4:6>	Verb	V.prt.-prs.	STRONG-NEUT-NOM-SING	ni þatei ufaro wisandan sware kannidedi , ak jah swalauda is mikilduþais ▶maht◀ insok jah himinakundana jah iupaþro qumanana qiþands , iþ sik airþakundana j(unclear)ah(/unclear)us airþai rodjandan , in þizei wistai manna was : jaþþe weihs jaþþe praufetus wisands jag~garaihtein weitwodjands , akei us airþai was jah us waurdahai wistai rodjands . 
364	<Lat5750 Sk 4:6>	Verb	V.prt.-prs.	STRONG-NEUT-ACC-SING	ni þatei ufaro wisandan sware kannidedi , ak jah swalauda is mikilduþais ▶maht◀ insok jah himinakundana jah iupaþro qumanana qiþands , iþ sik airþakundana j(unclear)ah(/unclear)us airþai rodjandan , in þizei wistai manna was : jaþþe weihs jaþþe praufetus wisands jag~garaihtein weitwodjands , akei us airþai was jah us waurdahai wistai rodjands . 
365	<E Sk 5:3>	Verb	V.prt.-prs.	STRONG-MASC-NOM-PLUR	anduh þana laist skeiris brukjands waurdis qaþ : swaswe auk atta urraiseiþ dauþans jah liban gataujiþ , swa jah sunus þanzei wili liban gataujiþ , ei swesamma wiljin jah swesai ▶mahtai◀ galeikonds þamma faurþis gaqiujandin dauþans , gahaitands þize ungalaubjandane þrasabalþein andbeitands gasoki . 
366	<E Sk 5:3>	Verb	V.prt.-prs.	STRONG-FEM-DAT-SING	anduh þana laist skeiris brukjands waurdis qaþ : swaswe auk atta urraiseiþ dauþans jah liban gataujiþ , swa jah sunus þanzei wili liban gataujiþ , ei swesamma wiljin jah swesai ▶mahtai◀ galeikonds þamma faurþis gaqiujandin dauþans , gahaitands þize ungalaubjandane þrasabalþein andbeitands gasoki . 
367	<E Sk 5:5>	Verb	V.prt.-prs.	ACT-OPT-PRET-SING-3	iþ nu ains jah sa sama wesi bi Sabailliaus insahtai , missaleikaim bandwiþs namnam , ƕaiwa stojan jah ni sto(unclear)j(/unclear)an sa sama ▶mahtedi◀ ? 
368	<E Sk 6:3>	Verb	V.prt.-prs.	STRONG-NEUT-NOM-PLUR	jains auk manniskaim waurdam weitwodjands tweifljan þuhta , sunjeins wisands , þaim unkunnandam ▶mahta◀ ; iþ attins þairh meina waurstwa weitwodei alla ufar insaht manniskodaus Iohannes unandsok izwis undredan mag kunþi . 
369	<E Sk 6:3>	Verb	V.prt.-prs.	STRONG-FEM-ACC-SING	jains auk manniskaim waurdam weitwodjands tweifljan þuhta , sunjeins wisands , þaim unkunnandam ▶mahta◀ ; iþ attins þairh meina waurstwa weitwodei alla ufar insaht manniskodaus Iohannes unandsok izwis undredan mag kunþi . 
370	<E Sk 6:3>	Verb	V.prt.-prs.	ACT-IND-PRET-SING-3	jains auk manniskaim waurdam weitwodjands tweifljan þuhta , sunjeins wisands , þaim unkunnandam ▶mahta◀ ; iþ attins þairh meina waurstwa weitwodei alla ufar insaht manniskodaus Iohannes unandsok izwis undredan mag kunþi . 
371	<E Sk 6:3>	Verb	V.prt.-prs.	ACT-IND-PRET-SING-1	jains auk manniskaim waurdam weitwodjands tweifljan þuhta , sunjeins wisands , þaim unkunnandam ▶mahta◀ ; iþ attins þairh meina waurstwa weitwodei alla ufar insaht manniskodaus Iohannes unandsok izwis undredan mag kunþi . 
372	<E Sk 6:3>	Verb	V.prt.-prs.	WEAK-MASC-NOM-SING	jains auk manniskaim waurdam weitwodjands tweifljan þuhta , sunjeins wisands , þaim unkunnandam ▶mahta◀ ; iþ attins þairh meina waurstwa weitwodei alla ufar insaht manniskodaus Iohannes unandsok izwis undredan mag kunþi . 
373	<E Sk 6:3>	Verb	V.prt.-prs.	STRONG-FEM-NOM-SING	jains auk manniskaim waurdam weitwodjands tweifljan þuhta , sunjeins wisands , þaim unkunnandam ▶mahta◀ ; iþ attins þairh meina waurstwa weitwodei alla ufar insaht manniskodaus Iohannes unandsok izwis undredan mag kunþi . 
374	<E Sk 6:3>	Verb	V.prt.-prs.	STRONG-NEUT-ACC-PLUR	jains auk manniskaim waurdam weitwodjands tweifljan þuhta , sunjeins wisands , þaim unkunnandam ▶mahta◀ ; iþ attins þairh meina waurstwa weitwodei alla ufar insaht manniskodaus Iohannes unandsok izwis undredan mag kunþi . 
375	<E Sk 6:3>	Verb	V.prt.-prs.	ACT-IND-PRES-SING-3	jains auk manniskaim waurdam weitwodjands tweifljan þuhta , sunjeins wisands , þaim unkunnandam mahta ; iþ attins þairh meina waurstwa weitwodei alla ufar insaht manniskodaus Iohannes unandsok izwis undredan ▶mag◀ kunþi . 
376	<E Sk 6:3>	Verb	V.prt.-prs.	ACT-IND-PRES-SING-1	jains auk manniskaim waurdam weitwodjands tweifljan þuhta , sunjeins wisands , þaim unkunnandam mahta ; iþ attins þairh meina waurstwa weitwodei alla ufar insaht manniskodaus Iohannes unandsok izwis undredan ▶mag◀ kunþi . 
377	<E Sk 6:4>	Verb	V.prt.-prs.	STRONG-NEUT-ACC-SING	unte ƕarjatoh waurde at mannam innuman ▶maht◀ ist anþarleikein inmaidjan , iþ þo weihona waurstwa , unandsakana wisandona , gaswikunþjand þis waurkjandins dom , bairhtaba gabandwjandona þatei fram attin insandiþs was us himina . 
378	<E Sk 6:4>	Verb	V.prt.-prs.	STRONG-NEUT-NOM-SING	unte ƕarjatoh waurde at mannam innuman ▶maht◀ ist anþarleikein inmaidjan , iþ þo weihona waurstwa , unandsakana wisandona , gaswikunþjand þis waurkjandins dom , bairhtaba gabandwjandona þatei fram attin insandiþs was us himina . 
379	<E Sk 7:1>	Verb	V.prt.-prs.	STRONG-NEUT-NOM-SING	_ahun kunnandins fraujins ▶maht◀ jah andþaggkjandins sik is waldufneis . 
380	<E Sk 7:1>	Verb	V.prt.-prs.	STRONG-NEUT-ACC-SING	_ahun kunnandins fraujins ▶maht◀ jah andþaggkjandins sik is waldufneis . 
381	<Lat5750 Sk 8:1>	Verb	V.prt.-prs.	STRONG-MASC-NOM-PLUR	 (unclear)ains(/unclear)hun uslagida ana  (add)i(add)na handuns , (add)a(add)t weihai ▶auk◀ is mahtai unanasiuniba unselein ize n(unclear)au(/unclear)h disskaidandein jah ni uslaubjandein faur mel sik gahaban . 
382	<Lat5750 Sk 8:1>	Verb	V.prt.-prs.	STRONG-FEM-DAT-SING	 (unclear)ains(/unclear)hun uslagida ana  (add)i(add)na handuns , (add)a(add)t weihai ▶auk◀ is mahtai unanasiuniba unselein ize n(unclear)au(/unclear)h disskaidandein jah ni uslaubjandein faur mel sik gahaban . 
